"Long_emp_retention","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator"
42.57905544,0,0,26,1,0,0,1,0,1,1,0,0,1
140.2217659,0,1,27,0,0,1,1,0,3,1,0,1,0
3.252566735,1,0,35,1,0,0,1,1,3,1,1,0,1
46.78439425,1,0,23,0,0,0,1,0,3,1,1,0,0
7.162217659,0,0,23,0,0,1,1,1,3,1,0,0,0
17.57700205,1,0,25,1,0,1,1,1,1,1,0,0,1
15.14579055,1,1,22,0,0,1,1,1,1,0,1,0,1
3.449691992,1,0,40,1,0,1,0,0,1,0,0,0,1
4.993839836,0,0,31,1,0,0,1,1,0,0,0,0,1
2.135523614,0,1,38,1,0,0,1,0,2,0,1,1,1
39.88501027,0,1,22,1,0,0,1,1,0,0,1,1,1
12.09034908,1,1,25,1,1,0,1,1,1,0,0,0,0
5.256673511,1,1,34,0,0,1,1,0,3,1,1,0,0
42.25051335,1,0,18,1,0,0,1,1,1,1,0,0,0
18.49691992,1,0,32,1,0,1,1,1,0,1,0,0,1
76.68172485,0,0,25,0,0,0,1,0,1,1,1,0,0
20.30390144,0,0,45,1,0,0,0,1,3,0,0,1,1
19.35112936,0,0,45,1,0,0,1,1,3,1,1,1,0
16.95277207,0,0,38,1,0,0,1,1,2,0,1,0,0
11.76180698,0,0,39,1,0,0,1,1,1,0,0,0,0
12.68172485,1,0,36,1,0,1,1,1,1,0,0,0,1
13.10882957,1,0,26,1,0,0,1,0,3,0,1,1,0
15.34291581,1,0,30,1,0,1,1,1,2,0,0,0,1
14.45585216,0,0,33,1,0,1,0,1,1,0,1,0,0
68.27104723,1,0,24,0,0,0,1,1,1,0,0,1,1
34.23408624,0,0,24,1,0,0,1,1,0,1,0,0,0
50.0698152,0,0,37,1,0,0,1,1,3,1,0,0,1
60.94455852,1,0,25,1,0,1,1,0,2,0,1,1,1
27.86036961,0,0,31,1,0,0,1,0,0,0,0,0,0
8.739219713,0,1,34,1,0,0,1,1,0,1,0,0,0
17.60985626,1,0,41,1,0,1,1,1,0,0,0,1,1
11.95893224,1,0,35,1,0,0,1,1,1,0,1,0,1
144.5913758,1,1,30,0,0,0,1,1,0,0,0,1,1
49.70841889,0,1,26,1,0,1,1,0,1,0,0,1,1
29.30595483,1,0,25,1,1,0,1,1,1,1,0,0,0
94.12731006,0,0,25,1,0,1,0,0,1,0,1,1,1
97.44558522,0,0,28,0,0,1,1,0,0,0,0,1,1
14.58726899,1,0,34,1,0,1,1,0,3,0,1,1,1
2.694045175,0,1,29,1,0,0,1,1,1,0,1,0,1
12.32032854,0,1,36,1,0,1,1,1,1,0,0,0,0
5.749486653,0,0,26,0,1,0,1,1,3,0,1,0,0
3.252566735,1,0,39,1,0,1,1,1,3,1,1,0,0
83.58110883,0,1,33,0,0,1,1,0,1,1,0,1,1
95.96714579,0,0,33,0,0,1,1,1,3,0,1,1,1
12.02464066,1,1,30,0,0,1,0,0,2,0,0,1,0
3.121149897,0,0,32,0,0,1,1,0,0,1,0,0,1
44.78028747,1,0,36,1,0,1,1,1,0,0,0,0,1
10.51334702,0,1,36,0,0,1,1,1,0,0,0,1,1
2.135523614,0,0,26,0,0,0,1,1,2,1,0,0,1
14.22587269,1,0,28,0,0,0,1,1,1,1,1,0,0
39.22792608,1,0,37,1,0,0,1,0,1,1,0,1,1
7.950718686,1,0,34,0,0,1,1,0,0,1,0,0,0
5.092402464,0,0,29,1,0,0,0,1,2,0,1,1,0
16.42710472,1,0,26,0,0,1,1,1,1,0,0,1,1
37.78234086,1,0,34,1,0,0,1,1,3,0,0,1,1
24.90349076,0,0,24,1,0,1,1,1,3,1,1,0,0
55.95071869,0,0,40,1,0,0,1,1,3,1,0,0,0
1.708418891,0,1,30,0,0,1,1,1,1,0,1,0,0
17.51129363,0,0,39,1,0,0,1,1,3,0,0,0,0
15.93429158,1,0,35,1,0,1,1,1,1,1,0,0,1
39.22792608,1,0,37,1,0,0,1,0,3,1,0,0,1
40.47638604,0,1,26,0,0,1,1,1,1,0,0,1,1
10.61190965,0,1,40,0,0,0,1,0,3,1,0,1,1
23.68788501,1,0,24,1,0,0,0,1,3,0,1,1,0
23.45790554,0,0,29,1,0,0,1,0,1,1,0,0,1
5.848049281,0,0,33,1,0,1,1,1,2,1,0,0,0
19.84394251,1,0,29,1,0,0,1,0,0,1,0,0,0
89.36344969,1,0,22,1,0,1,1,1,1,0,0,1,1
108.8788501,1,0,32,1,0,1,1,1,0,1,0,0,0
6.045174538,0,0,44,1,0,0,1,0,3,0,1,0,0
9.823408624,1,1,26,0,0,1,1,1,3,0,0,1,0
26.54620123,1,0,27,0,0,1,1,1,0,1,0,0,1
46.22587269,1,1,29,0,0,1,1,1,1,1,0,1,1
133.4209446,1,0,29,0,0,1,1,0,2,1,0,1,1
45.37166324,1,0,29,1,0,1,1,1,3,0,0,1,1
24.83778234,0,0,34,1,0,1,1,1,2,0,0,1,1
34.29979466,0,1,34,1,0,0,1,1,0,0,1,1,1
0.788501027,0,0,43,1,0,1,1,1,3,1,1,1,0
94.9486653,1,1,26,0,0,1,1,1,3,1,1,1,0
49.28131417,0,0,33,1,0,0,1,0,0,1,1,1,0
49.34702259,1,1,42,0,0,1,1,1,2,1,1,0,0
30.68583162,0,0,37,1,0,0,1,1,2,1,0,0,1
21.15811088,1,0,24,0,0,0,1,1,1,0,1,0,0
70.34086242,0,0,31,1,0,0,1,1,3,1,1,0,0
12.02464066,1,1,30,0,0,1,0,0,2,0,0,1,0
2.759753593,0,0,31,1,0,1,1,1,1,0,1,1,0
23.9835729,1,0,23,0,1,1,1,1,3,1,1,0,0
66.7926078,0,1,31,0,0,1,1,1,3,1,0,0,0
21.88090349,0,0,38,1,0,0,1,1,2,0,1,0,0
35.28542094,1,0,23,1,1,0,1,1,0,0,0,1,1
33.93839836,1,0,27,1,0,0,1,1,1,1,1,0,0
179.449692,0,0,24,1,0,0,1,1,1,0,0,0,1
52.10677618,0,0,30,0,0,0,1,1,1,0,0,0,1
163.7782341,0,1,23,1,0,0,1,0,3,1,1,1,0
42.18480493,0,0,27,1,0,1,1,1,3,0,0,1,1
80.06570842,1,0,45,1,0,0,1,1,3,0,1,1,0
7.852156057,0,0,27,1,0,0,1,1,1,0,0,0,1
16.95277207,0,0,38,1,0,0,1,1,1,0,1,1,0
48.19712526,0,0,39,1,0,0,1,1,3,1,1,0,0
15.3100616,1,0,31,1,0,1,0,1,3,0,1,1,0
57.52772074,0,1,24,0,0,1,1,1,1,0,0,1,0
5.749486653,0,1,32,1,0,1,1,1,3,0,0,1,0
15.70431211,0,0,34,1,0,0,1,0,0,0,0,1,0
103.5893224,0,0,21,1,0,0,0,1,3,0,1,1,0
11.99178645,1,0,27,1,1,0,1,1,1,1,0,0,1
27.56468172,0,1,41,0,0,0,1,0,3,1,0,1,1
8.574948665,1,1,38,1,0,0,1,1,3,0,0,1,1
89.00205339,1,1,32,0,0,1,0,0,3,0,1,1,0
105.1663244,0,0,34,0,0,0,1,0,3,0,1,0,0
13.73305955,0,0,29,1,0,0,1,1,1,0,0,1,1
10.51334702,0,0,28,1,0,0,1,1,1,0,0,1,1
9.067761807,0,0,54,1,0,1,1,0,3,1,0,0,0
76.15605749,0,0,24,1,1,1,1,0,1,1,0,1,1
131.613963,0,0,26,0,0,1,1,0,3,1,0,1,0
18.56262834,0,0,24,1,0,0,1,1,3,1,1,0,0
1.347022587,0,0,27,1,0,1,1,1,1,0,1,0,1
1.18275154,0,0,50,0,0,1,0,0,3,1,1,0,0
3.121149897,1,0,41,1,0,0,1,1,3,1,1,0,0
49.47843943,0,1,31,0,0,0,1,1,2,0,0,1,1
164.5667351,0,0,27,0,0,0,1,0,3,0,0,1,0
48.19712526,0,0,39,1,0,0,1,1,3,1,1,0,0
12.25462012,0,0,38,1,0,0,1,1,3,1,1,0,0
51.94250513,1,0,49,1,0,1,1,1,1,1,0,0,0
95.44147844,0,0,25,1,0,1,0,1,1,0,1,1,1
10.48049281,1,0,28,1,0,1,1,1,1,0,0,0,1
28.84599589,1,1,31,0,0,1,0,1,1,1,1,0,1
27.40041068,0,0,43,0,0,1,1,0,3,0,1,0,0
26.21765914,1,0,36,1,0,1,1,1,3,1,1,0,0
9.790554415,1,0,41,1,0,0,1,1,3,1,1,0,0
13.66735113,1,0,27,1,0,1,1,0,0,0,1,0,0
52.50102669,1,1,35,0,0,1,1,0,2,0,0,1,1
24.24640657,1,0,23,0,0,0,1,1,3,1,1,0,0
3.975359343,1,0,29,1,1,1,1,1,0,0,0,0,0
73.49486653,1,1,33,0,0,0,1,1,3,1,1,1,0
48.6899384,0,0,25,1,1,0,1,1,1,0,1,1,0
130.9897331,1,0,31,1,0,1,1,1,2,1,0,0,1
2.36550308,0,0,28,1,0,1,1,1,1,1,0,0,0
2.792607803,0,0,41,1,0,0,1,1,1,0,0,0,1
9.790554415,1,0,41,1,0,0,1,1,3,1,1,1,0
50.23408624,0,0,38,1,0,1,1,1,0,1,0,0,1
34.56262834,1,1,31,0,0,1,1,0,0,0,0,1,0
17.08418891,0,0,34,1,0,0,1,1,3,1,1,0,0
50.98973306,1,0,24,1,0,0,1,1,0,0,0,1,1
60.78028747,0,0,33,1,0,0,1,0,0,1,1,1,0
51.8110883,0,0,23,1,0,0,1,1,1,1,0,0,1
20.96098563,1,0,24,0,0,1,1,1,3,1,1,0,1
17.57700205,1,0,25,1,0,1,1,1,1,1,0,0,1
25.98767967,0,1,23,0,0,1,1,1,1,1,1,0,0
82.82546201,1,0,23,1,1,0,1,0,1,1,0,0,1
20.92813142,1,0,23,0,1,1,1,1,3,1,0,1,0
25.33059548,0,0,32,1,1,1,1,1,0,0,0,1,0
16.65708419,0,0,38,1,0,0,1,1,2,0,0,0,0
24.24640657,0,0,30,1,0,0,1,1,2,1,0,0,1
21.15811088,0,1,49,0,0,1,1,1,1,0,0,1,0
12.22176591,1,1,27,0,0,1,1,0,3,0,0,1,1
70.93223819,1,0,26,1,0,1,1,1,3,1,1,0,0
23.9835729,1,0,23,0,0,1,1,1,3,1,1,0,0
13.10882957,1,1,26,0,0,1,1,0,1,0,0,1,0
43.99178645,1,1,26,0,0,1,1,1,0,1,0,1,1
32.85420945,1,0,58,0,0,1,1,1,2,0,1,0,0
53.2238193,0,0,23,1,1,0,1,1,0,0,0,0,1
16.32854209,1,0,37,0,0,0,1,0,3,1,0,0,1
29.24024641,1,0,42,1,0,1,0,1,3,0,0,0,0
60.25462012,1,0,22,1,0,0,1,0,1,1,1,0,0
7.819301848,0,0,30,1,0,1,1,0,1,1,1,0,0
53.09240246,0,0,23,0,0,1,1,1,1,1,0,0,0
2.858316222,1,0,38,1,0,1,1,0,2,0,0,0,0
22.70225873,0,0,26,1,0,0,1,0,2,0,0,1,1
59.76180698,0,0,38,1,1,1,1,0,3,1,0,0,0
52.96098563,1,0,36,1,0,1,1,0,3,0,1,0,0
9.330595483,0,0,23,1,0,0,1,1,3,1,1,1,0
55.95071869,0,0,40,1,0,0,1,1,3,1,1,0,0
34.59548255,0,0,34,1,0,0,1,0,0,0,0,1,0
7.030800821,1,0,39,1,0,0,1,0,0,1,0,0,1
32.32854209,0,0,29,1,0,0,1,1,3,0,1,1,1
14.48870637,0,1,30,0,0,1,0,0,2,0,1,1,0
73.3963039,0,0,43,1,0,1,1,1,0,1,0,0,1
21.35523614,1,1,31,0,0,0,0,0,0,0,0,1,1
41.29774127,1,0,22,1,0,1,1,1,3,0,1,1,0
17.93839836,1,1,24,1,0,0,0,1,3,1,1,0,1
53.58521561,0,0,40,1,0,0,1,1,3,1,0,0,0
3.811088296,1,0,32,0,0,1,1,1,3,1,1,0,0
38.76796715,1,1,21,1,1,0,1,1,1,0,0,1,1
43.4661191,0,1,28,1,0,0,1,0,1,0,0,1,1
6.669404517,1,1,27,0,0,0,1,1,1,0,1,0,0
10.61190965,0,0,41,1,0,1,1,1,0,0,0,0,1
27.59753593,0,0,26,1,0,0,1,1,3,0,1,1,0
74.05338809,1,0,21,0,0,0,1,0,2,0,1,1,1
12.35318275,1,1,39,0,0,1,1,0,1,0,1,1,1
6.143737166,1,0,31,1,0,1,0,0,2,0,1,1,1
30.71868583,0,0,32,1,0,1,1,1,3,0,1,1,0
49.7412731,0,1,40,0,0,1,1,0,3,1,1,1,0
86.53798768,1,0,23,0,1,0,1,1,3,1,1,0,0
17.11704312,0,0,31,0,0,1,1,1,2,1,1,0,0
26.15195072,1,1,31,0,0,1,1,1,2,0,1,1,0
24.41067762,1,0,27,1,0,0,1,1,3,1,0,0,1
42.0862423,0,0,31,1,0,0,1,1,3,1,1,0,0
16.62422998,0,0,32,1,0,1,0,1,1,0,0,1,1
48.45995893,1,0,34,0,0,0,1,0,1,0,1,0,0
70.83367556,1,0,23,1,1,0,1,0,1,1,0,0,1
51.94250513,0,1,33,0,0,0,1,0,1,0,0,0,0
14.55441478,0,1,30,0,0,0,0,0,2,0,0,1,0
77.53593429,1,0,24,0,0,0,1,1,1,0,0,0,0
128.1314168,0,0,32,1,0,1,1,1,0,1,0,0,1
7.852156057,0,0,41,1,0,1,1,1,3,1,1,0,0
46.9486653,0,0,22,1,0,0,1,0,3,1,1,0,0
1.80698152,0,0,26,0,0,0,1,1,2,1,0,0,1
55.95071869,0,0,28,1,0,0,1,0,2,0,0,1,0
19.87679671,1,0,29,1,0,1,1,0,1,1,0,0,1
9.100616016,1,0,26,1,0,1,1,0,2,1,1,0,1
15.11293634,0,0,45,1,0,0,1,1,1,1,0,1,1
28.35318275,1,1,26,0,0,0,1,1,0,0,0,1,1
120.4435318,1,0,28,1,0,1,1,1,3,0,1,0,0
7.12936345,1,0,21,1,0,1,1,1,2,1,1,0,0
7.852156057,0,0,27,1,0,0,1,1,2,1,1,0,0
16.95277207,0,0,38,1,0,0,1,1,1,0,1,0,0
42.38193018,1,0,36,1,0,0,1,1,1,0,0,1,1
2.98973306,1,1,45,0,0,1,1,1,3,1,1,1,0
16.22997947,1,1,35,1,0,1,1,0,1,0,0,0,0
18.16837782,0,0,24,1,0,0,1,1,3,0,1,1,0
16.85420945,0,1,28,0,0,1,1,1,3,0,0,1,0
93.9301848,0,0,29,1,0,0,1,1,3,1,1,0,0
41.69199179,1,0,21,1,1,0,1,1,0,0,0,1,1
70.17659138,0,0,31,1,0,0,1,1,3,0,1,0,0
73.65913758,1,0,30,1,1,0,1,1,3,0,0,1,0
15.57289528,1,0,24,1,0,0,1,1,1,1,0,0,1
30.02874743,1,0,22,1,1,0,1,1,1,0,0,0,1
12.38603696,1,0,36,0,0,1,1,0,0,1,0,0,1
61.73305955,1,1,23,0,0,1,1,0,3,1,1,0,0
32.88706366,0,0,26,1,0,0,1,1,0,1,0,0,0
53.35523614,0,0,27,1,0,1,1,1,3,0,1,1,0
18.7926078,0,1,30,0,0,1,1,1,1,0,0,1,1
10.61190965,0,0,41,1,0,1,1,1,0,0,0,0,1
106.2176591,0,0,23,1,0,1,1,1,2,0,0,0,1
22.24229979,0,0,46,1,1,0,1,1,3,1,1,0,0
36.73100616,0,0,24,1,1,0,1,1,1,0,0,0,0
85.09240246,0,0,26,1,1,0,1,1,0,0,1,0,0
2.234086242,0,0,26,0,0,0,1,1,2,1,0,0,1
133.9137577,1,1,19,0,0,0,1,0,3,1,0,1,0
12.78028747,1,0,24,1,0,0,1,1,0,0,0,1,0
21.48665298,0,0,27,1,0,1,1,1,2,1,1,0,0
6.176591376,1,0,38,1,0,1,0,1,1,1,1,0,0
20.04106776,1,0,22,1,0,0,1,1,3,0,1,1,0
160.0657084,1,0,24,1,0,1,1,1,3,1,1,0,1
24.3449692,1,0,36,1,0,1,1,1,0,0,0,1,0
19.31827515,0,1,28,0,0,1,1,1,3,0,1,1,0
32.88706366,0,0,26,1,0,0,1,1,1,1,0,0,1
32.45995893,1,0,32,1,0,1,1,1,3,0,1,1,1
123.3347023,1,0,22,0,0,1,1,1,3,1,1,0,1
1.938398357,0,0,26,0,0,0,1,1,2,1,0,0,1
3.58110883,1,0,34,0,0,0,1,1,3,1,0,0,0
94.81724846,0,0,30.40033257,1,0,0,0,1,1,0,0,1,1
12.81314168,1,1,33,0,0,1,0,0,0,0,1,0,0
4.435318275,1,0,30,0,1,1,1,1,2,0,0,1,1
35.94250513,1,1,38,0,0,1,1,0,0,0,1,0,0
3.876796715,0,0,21,1,0,1,1,1,1,0,0,0,1
27.59753593,0,0,26,1,0,0,1,1,3,1,0,1,0
40.11498973,0,1,41,0,0,1,1,0,3,1,1,1,0
13.8973306,1,0,23,1,0,0,1,1,3,1,1,0,0
36.33675565,0,0,32,1,0,1,1,1,1,1,0,0,0
19.05544148,0,0,26,1,1,1,0,1,3,0,1,1,0
26.67761807,0,0,19,1,1,0,1,1,1,0,1,1,0
53.97946612,1,1,28,0,0,1,1,1,0,1,0,1,1
73.98767967,0,1,33,0,1,1,1,0,1,1,0,1,1
5.519507187,0,0,23,1,0,0,1,1,3,1,0,0,1
14.71868583,1,0,36,1,1,0,0,1,2,1,0,0,1
85.48665298,0,1,29,0,1,1,1,1,3,0,1,1,0
150.1437372,1,0,33,1,0,0,1,0,2,0,0,1,0
133.8809035,1,1,19,0,0,0,1,0,3,1,0,1,0
9.790554415,1,0,41,1,0,0,1,1,3,1,1,0,0
32.49281314,1,0,40,1,0,1,1,0,1,1,0,0,1
73.82340862,0,0,26,0,0,1,1,0,0,0,0,1,1
2.266940452,1,0,39,0,0,1,0,1,3,1,1,1,0
19.44969199,1,0,22,1,0,0,1,1,2,1,0,1,1
30.22587269,0,1,33,1,0,0,1,0,2,1,0,1,0
43.17043121,0,0,42,1,0,1,1,1,3,1,1,1,0
3.351129363,1,0,24,1,0,0,1,1,3,1,0,0,0
12.97741273,1,0,26,1,0,1,0,1,0,1,0,0,0
11.30184805,1,0,34,0,0,1,0,0,0,0,0,0,0
34.49691992,0,0,38,1,0,1,1,0,3,0,0,1,1
42.18480493,0,0,27,1,0,1,1,1,3,0,1,1,1
43.95893224,0,0,38,1,0,1,1,1,0,1,0,0,1
18.92402464,0,1,43,0,0,1,1,1,1,0,0,1,1
23.95071869,1,1,34,0,0,1,1,1,0,0,0,1,0
15.01437372,0,0,30,1,0,1,1,0,0,0,0,0,1
7.227926078,0,0,26,1,0,1,1,1,0,1,0,1,1
33.97125257,0,0,25,1,1,0,1,1,1,1,0,0,0
1.80698152,1,1,27,0,0,1,1,1,3,0,1,1,0
52.27104723,0,1,27,0,0,1,1,1,3,1,0,1,1
86.66940452,0,0,25,1,0,0,1,1,3,1,1,0,0
27.36755647,0,0,26,1,1,0,1,1,1,1,0,0,1
16.82135524,0,0,32,1,0,0,1,1,3,0,1,1,1
49.31416838,1,1,42,0,0,1,1,1,2,1,1,0,0
43.92607803,1,0,32,1,0,1,1,1,1,0,0,0,1
21.88090349,0,0,41,1,0,1,0,0,0,1,0,0,0
82.75975359,0,0,20,1,1,0,1,1,3,1,0,1,1
40.60780287,0,1,33,1,0,0,1,0,3,1,1,1,0
0.689938398,0,0,24,1,0,0,1,1,3,1,1,0,0
0.492813142,0,0,29,1,0,0,0,1,2,0,1,1,0
23.45790554,0,0,29,1,0,0,1,0,1,1,0,0,1
79.86858316,1,1,23,1,0,0,1,1,2,0,0,1,0
8.147843943,1,0,46,1,0,1,1,0,3,1,1,0,0
20.92813142,1,0,23,0,1,1,1,1,3,1,1,0,0
59.20328542,1,0,25,1,0,0,1,1,3,0,1,0,0
23.81930185,1,1,22,0,1,1,1,1,1,0,0,1,1
2.759753593,0,0,28,1,0,1,1,1,1,0,0,1,1
38.70225873,0,0,33,1,0,1,1,0,2,0,1,0,1
14.85010267,1,1,25,1,0,0,1,0,1,0,0,0,0
11.00616016,1,1,41,1,0,1,1,1,3,0,1,1,0
35.28542094,1,0,23,1,1,0,1,1,0,0,0,0,1
123.3347023,1,0,22,0,0,1,1,1,3,0,1,1,0
99.77823409,0,0,42,1,0,0,1,1,2,0,1,1,0
17.18275154,1,0,24,1,0,0,1,1,1,0,1,0,1
53.81519507,1,0,30.40033257,0,0,1,1,1,3,1,0,0,0
8.213552361,0,0,30,1,0,1,1,1,1,1,1,0,0
4.960985626,1,0,37,0,0,0,1,1,0,0,0,0,1
16,1,0,28,1,0,0,1,0,3,0,1,0,0
107.1704312,1,0,33,0,0,1,1,1,2,0,1,1,0
33.41273101,0,1,32,1,0,1,1,1,3,0,1,1,0
18.95687885,1,1,36,0,0,1,1,0,1,0,1,1,0
1.117043121,1,0,54,1,0,1,1,0,3,1,0,0,0
12.97741273,1,0,29,1,0,0,1,1,3,0,1,1,1
49.80698152,0,1,34,1,0,1,1,0,3,0,1,1,0
50.89117043,1,1,34,0,0,0,1,0,3,0,0,1,1
16.06570842,0,0,28,1,0,0,0,1,3,0,0,1,0
65.3798768,0,1,32,1,0,0,1,0,2,0,0,1,1
63.70431211,0,0,37,1,0,1,1,1,1,1,0,1,1
49.80698152,0,1,34,1,0,1,1,0,2,0,1,1,1
22.73511294,1,0,34,1,0,1,1,0,1,1,0,0,0
81.83983573,1,1,34,0,0,1,1,0,3,0,1,1,1
20.89527721,0,0,33,1,0,0,1,1,3,1,1,0,1
73.29774127,1,0,24,1,0,0,1,1,0,0,0,0,0
50.29979466,0,0,21,1,0,0,0,1,3,1,1,1,0
6.275154004,0,1,28,0,1,1,1,1,3,1,0,0,0
4.369609856,1,0,30,1,0,1,1,1,1,0,1,0,0
14.22587269,0,0,31,1,0,0,1,1,1,1,0,0,1
16.82135524,0,0,32,0,0,0,1,1,2,1,1,0,0
7.589322382,1,0,22,1,1,0,0,0,1,0,1,0,0
55.22792608,0,0,28,1,0,1,1,0,0,0,0,1,1
1.708418891,1,0,37,0,0,0,1,1,3,0,1,0,0
1.938398357,0,0,26,0,0,0,1,1,2,1,0,0,1
15.70431211,0,0,34,1,0,0,1,0,0,0,0,1,1
26.80903491,1,0,34,1,0,0,1,1,3,1,1,0,0
24.08213552,1,0,42,1,0,1,1,1,2,0,0,0,0
80.49281314,1,0,25,1,0,0,1,1,1,1,0,0,1
4.402464066,0,1,40,0,0,1,0,1,1,1,0,1,1
58.4476386,0,1,24,0,0,0,1,1,1,0,0,1,1
